name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee
Joel Robles,Goalkeeper,32,1,Spain,LaLiga,Real Betis Balompié,England,Premier League,Leeds United,free transfer
Douglas Tanque,Centre-Forward,28,1,United Arab Emirates,UAE Pro League,Khor Fakkan,Turkey,1.Lig,Samsunspor,?
Alexandru Matan,Attacking Midfield,22,1,United States,MLS,Columbus Crew,Romania,SuperLiga,FC Rapid 1923,loan transfer
Arturo Calabresi,Right-Back,26,1,Italy,Serie A,US Lecce,Italy,Serie B,Pisa Sporting Club,?
Arnór Ingvi Traustason,Left Winger,29,1,United States,MLS,New England Revolution,Sweden,Allsvenskan,IFK Norrköping,free transfer
Mark Diemers,Central Midfield,28,1,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Emmen,loan transfer
Salvatore Sirigu,Goalkeeper,35,1,Italy,Serie B,Genoa CFC,Italy,Serie A,SSC Napoli,free transfer
Andrea Favilli,Centre-Forward,25,1,Italy,Serie B,Genoa CFC,Italy,Serie B,Ternana Calcio,loan transfer
Adrián Marín,Left-Back,25,1,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Gil Vicente FC,free transfer
Nahuel Ferraresi,Centre-Back,23,1,England,Premier League 2,Manchester City U21,Brazil,Série A,São Paulo Futebol Clube,loan transfer
Mateus Sarará,Defensive Midfield,20,1,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série A,Avaí Futebol Clube (SC),loan transfer
Cristian Ortíz,Left Winger,29,1,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,loan transfer
Cristian Ortíz,Left Winger,29,1,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,loan transfer
Gaspar Campos,Left Winger,22,1,Spain,LaLiga2,Sporting Gijón,Spain,LaLiga2,Burgos CF,loan transfer
Liam Delap,Centre-Forward,19,1,England,Premier League 2,Manchester City U21,England,Championship,Stoke City,loan transfer
Federico Proia,Central Midfield,26,1,Italy,Serie C - A,LR Vicenza,Italy,Serie B,SPAL,loan transfer
Luther Singh,Left Winger,25,1,Denmark,Superligaen,FC Copenhagen,Portugal,Liga Portugal,GD Chaves,loan transfer
Islam Slimani,Centre-Forward,34,1,Portugal,Liga Portugal,Sporting CP,France,Ligue 1,Stade Brestois 29,free transfer
Kevin Strootman,Central Midfield,32,1,France,Ligue 1,Olympique Marseille,Italy,Serie B,Genoa CFC,loan transfer
Brahima Ouattara,Attacking Midfield,19,1,France,N 3 - Corse-Méditer.,OGC Nice B,Switzerland,Challenge League,Neuchâtel Xamax FCS,?
Jordi Mboula,Right Winger,23,1,Spain,LaLiga,RCD Mallorca,Spain,LaLiga2,Racing Santander,loan transfer
Recep Niyaz,Attacking Midfield,27,1,Turkey,Süper Lig,Gaziantep FK,Turkey,1.Lig,Eyüpspor,free transfer
Germán Valera,Right Winger,20,1,Spain,Segunda Federación - Gr. V,Atlético de Madrid B,Andorra,LaLiga2,FC Andorra,loan transfer
Antonio Barreca,Left-Back,27,1,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Cagliari Calcio,free transfer
Yayah Kallon,Right Winger,21,1,Italy,Serie B,Genoa CFC,Italy,Serie A,Hellas Verona,loan transfer
Marko Tolic,Attacking Midfield,26,1,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Maribor,loan transfer
Naby Sarr,Centre-Back,29,1,England,Championship,Huddersfield Town,England,Championship,Reading FC,free transfer
Léo Sena,Defensive Midfield,26,1,Italy,Serie A,Spezia Calcio,Brazil,Série A,Goiás Esporte Clube,free transfer
Szabolcs Schön,Left Winger,21,1,United States,MLS,FC Dallas,Hungary,NB I.,MOL Fehérvár FC,?
Peru Nolaskoain,Defensive Midfield,23,1,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,SD Eibar,loan transfer
Ahmad Benali,Central Midfield,30,1,Italy,Serie C - C,FC Crotone,Italy,Serie B,Brescia Calcio,?
Roberto Insigne,Right Winger,28,1,Italy,Serie B,Benevento Calcio,Italy,Serie B,Frosinone Calcio,?
Felipe Caicedo,Centre-Forward,33,1,Italy,Serie B,Genoa CFC,Saudi Arabia,Professional League,Abha Club,free transfer
Guido Carrillo,Centre-Forward,31,1,Spain,LaLiga,Elche CF,China,Super League,Henan Songshan Longmen,free transfer
Simen Jukleröd,Left-Back,28,1,Belgium,Jupiler Pro League,KRC Genk,Norway,Eliteserien,Vålerenga Fotball,?
Mateusz Bogusz,Attacking Midfield,21,1,England,Premier League,Leeds United,Spain,LaLiga2,UD Ibiza,loan transfer
Ante Palaversa,Central Midfield,22,1,England,Premier League,Manchester City,France,Ligue 1,ESTAC Troyes,?
Amin Younes,Left Winger,29,1,Saudi Arabia,Professional League,Ettifaq FC,Netherlands,Eredivisie,FC Utrecht,loan transfer
Saido Berahino,Centre-Forward,29,1,England,League One,Sheffield Wednesday,Cyprus,Protathlima Cyta,AEL Limassol,free transfer
Peter Zulj,Central Midfield,29,1,Turkey,Süper Lig,Istanbul Basaksehir FK,China,Super League,Changchun Yatai,free transfer
Simy,Centre-Forward,30,1,Italy,Serie A,US Salernitana 1919,Italy,Serie B,Benevento Calcio,loan transfer
Rick van Drongelen,Centre-Back,23,1,Germany,Bundesliga,1.FC Union Berlin,Germany,2. Bundesliga,FC Hansa Rostock,loan transfer
Aurélien Scheidler,Centre-Forward,24,1,France,Ligue 2,Dijon FCO,Italy,Serie B,SSC Bari,?
Matija Nastasić,Centre-Back,29,1,Italy,Serie A,ACF Fiorentina,Spain,LaLiga,RCD Mallorca,free transfer
Check Oumar Diakité,Central Midfield,19,1,France,Ligue 2,Paris FC,France,Ligue 2,AC Le Havre,loan transfer
Federico Fernández,Centre-Back,33,1,England,Premier League,Newcastle United,Spain,LaLiga,Elche CF,free transfer
Terence Kongolo,Centre-Back,28,1,England,Premier League,Fulham FC,France,Ligue 2,AC Le Havre,loan transfer
Juanjo Narváez,Centre-Forward,27,1,Spain,LaLiga2,Real Zaragoza,Spain,LaLiga,Real Valladolid CF,?
Christopher Scott,Attacking Midfield,20,1,Germany,Regionalliga Bayern,FC Bayern Munich II,Belgium,Jupiler Pro League,Royal Antwerp FC,1
Kerem Atakan Kesgin,Central Midfield,21,1,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Besiktas JK,1
Jesse Joronen,Goalkeeper,29,1,Italy,Serie B,Brescia Calcio,Italy,Serie B,Venezia FC,1
Nahuel Estévez,Central Midfield,26,1,Italy,Serie C - C,FC Crotone,Italy,Serie B,Parma Calcio 1913,1
Mirko Pigliacelli,Goalkeeper,29,1,Romania,SuperLiga,Universitatea Craiova,Italy,Serie B,Palermo FC,0.5
Juan Pablo Álvarez,Right Winger,26,1,Argentina,Liga Profesional,CA Banfield,Argentina,Liga Profesional,CA Colon,0.285
Luigi Sepe,Goalkeeper,31,1,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,US Salernitana 1919,free transfer
Tatsuhiro Sakamoto,Right Midfield,25,1,Japan,J1 League,Cerezo Osaka,Belgium,Jupiler Pro League,KV Oostende,?
Pablo Aguilar,Centre-Back,35,1,Mexico,Liga MX Apertura,CD Cruz Azul,Paraguay,Primera División Clausura,Club Libertad Asunción,free transfer
Dor Peretz,Defensive Midfield,27,1,Italy,Serie B,Venezia FC,Israel,Ligat ha'Al,Maccabi Tel Aviv,free transfer
Muhammet Demir,Centre-Forward,30,1,Turkey,Süper Lig,Gaziantep FK,Turkey,Süper Lig,Konyaspor,free transfer
Tyronne Ebuehi,Right-Back,26,1,Portugal,Liga Sabseg,SL Benfica B,Italy,Serie A,FC Empoli,free transfer
Fabio Maistro,Central Midfield,24,1,Italy,Serie A,SS Lazio,Italy,Serie B,SPAL,?
Kevin Varga,Left Winger,26,1,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Hatayspor,?
Daniele Baselli,Central Midfield,30,1,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Como 1907,free transfer
José Kanté,Centre-Forward,31,1,Kazakhstan,Premier Liga,Kairat Almaty,China,Super League,Cangzhou Mighty Lions,free transfer
Kenan Karaman,Centre-Forward,28,1,Turkey,Süper Lig,Besiktas JK,Germany,Bundesliga,FC Schalke 04,free transfer
Claud Adjapong,Right-Back,24,1,Italy,Serie A,US Sassuolo,Italy,Serie B,Ascoli Calcio,?
Federico Barba,Centre-Back,29,1,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,?
Diogo Abreu,Central Midfield,19,-,Portugal,Without League,FC Porto U19,Portugal,Without League,Sporting CP B,1
Marko Raguz,Centre-Forward,24,0.8,Austria,Bundesliga,LASK,Austria,Bundesliga,Austria Vienna,1
Mateusz Wieteska,Centre-Back,25,1,Poland,Ekstraklasa,Legia Warszawa,France,Ligue 1,Clermont Foot 63,1
Jakub Piotrowski,Central Midfield,24,0.8,Germany,2. Bundesliga,Fortuna Düsseldorf,Bulgaria,efbet Liga,Ludogorets Razgrad,1
Jewison Bennette,Left Winger,18,0.275,Costa Rica,Primera División Apertura,CS Herediano,England,Championship,Sunderland AFC,1
Darko Nejasmic,Defensive Midfield,23,1,Croatia,SuperSport HNL,HNK Hajduk Split,Croatia,SuperSport HNL,NK Osijek,1
Ransford-Yeboah Königsdörffer,Right Winger,20,1,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,Hamburger SV,1
Tobias Mohr,Left Winger,26,1,Germany,2. Bundesliga,1.FC Heidenheim 1846,Germany,Bundesliga,FC Schalke 04,1
Mahamé Siby,Defensive Midfield,26,1,France,Ligue 1,RC Strasbourg Alsace,Sweden,Allsvenskan,Malmö FF,1
Kingsley Ehizibue,Right-Back,27,1,Germany,Bundesliga,1. FC Köln,Italy,Serie A,Udinese Calcio,1
Fabrizio Caligara,Central Midfield,22,1,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Ascoli Calcio,0.8
Kwadwo Duah,Centre-Forward,25,1,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,1.FC Nuremberg,0.7
Xavier Mercier,Attacking Midfield,32,1,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,Hungary,NB I.,Ferencvárosi TC,0.5
Adam Vlkanova,Attacking Midfield,27,1,Czech Republic,Fortuna Liga,FC Hradec Kralove,Czech Republic,Fortuna Liga,FC Viktoria Plzen,0.49
Radu Boboc,Right-Back,23,1,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FCSB,0.4
Alexandru Albu,Defensive Midfield,28,1,Romania,Liga 2,Concordia Chiajna,Romania,SuperLiga,FC Rapid 1923,0.15
Aleksandar Filipovic,Right-Back,27,1,Belarus,Vysheyshaya Liga,BATE Borisov,Serbia,Super liga Srbije,FK Partizan Belgrade,0.1
Andrei Ciobanu,Central Midfield,24,1,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FC Rapid 1923,0.1
Gastón Togni,Left Winger,24,1,Argentina,Liga Profesional,Club Atlético Independiente,Argentina,Liga Profesional,Defensa y Justicia,0.1
Vinícius,Left Winger,28,1,Brazil,Série B,Esporte Clube Bahia,Brazil,Série A,Goiás Esporte Clube,0.1
Filip Majchrowicz,Goalkeeper,22,1,Poland,Ekstraklasa,Radomiak Radom,Cyprus,Protathlima Cyta,Pafos FC,0.05
Marcel Lotka,Goalkeeper,21,1,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Borussia Dortmund,free transfer
Jamilu Collins,Left-Back,27,1,Germany,2. Bundesliga,SC Paderborn 07,Wales,Championship,Cardiff City,free transfer
Ahmet Oguz,Right-Back,29,1,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Konyaspor,free transfer
Paul Nebel,Right Winger,19,1,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,Karlsruher SC,loan transfer
Baptiste Guillaume,Centre-Forward,27,1,France,Ligue 2,Valenciennes FC,France,Ligue 2,EA Guingamp,?
Felipe Aguilar,Centre-Back,29,1,Brazil,Série A,Club Athletico Paranaense,Argentina,Liga Profesional,Club Atlético Lanús,loan transfer
Bradley Mazikou,Left-Back,26,1,Bulgaria,efbet Liga,CSKA-Sofia,Greece,Super League 1,Aris Thessaloniki,free transfer
Gianni Bruno,Centre-Forward,30,1,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,Sint-Truidense VV,loan transfer
Natanael,Left-Back,31,1,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Avaí Futebol Clube (SC),free transfer
Andrea La Mantia,Centre-Forward,31,1,Italy,Serie A,FC Empoli,Italy,Serie B,SPAL,loan transfer
Thomas Didillon,Goalkeeper,26,1,Belgium,Jupiler Pro League,Cercle Brugge ,Monaco,Ligue 1,AS Monaco,loan transfer
Ronwen Williams,Goalkeeper,30,1,South Africa,DStv Premiership,SuperSport United,South Africa,DStv Premiership,Mamelodi Sundowns FC,?
Tomás Esteves,Right-Back,20,1,Portugal,Liga Sabseg,FC Porto B,Italy,Serie B,Pisa Sporting Club,loan transfer
Marco Mancosu,Attacking Midfield,33,1,Italy,Serie B,SPAL,Italy,Serie B,Cagliari Calcio,free transfer
Luca Vignali,Right-Back,26,1,Italy,Serie A,Spezia Calcio,Italy,Serie B,Como 1907,?
Yeison Gordillo,Defensive Midfield,30,1,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Colombia,Liga DIMAYOR II,Junior FC,free transfer
Axel Bamba,Centre-Back,23,1,France,Ligue 2,Paris FC,Spain,LaLiga2,Sporting Gijón,?
Bright Arrey-Mbi,Centre-Back,19,1,Germany,Bundesliga,Bayern Munich,Germany,2. Bundesliga,Hannover 96,loan transfer
Amir Richardson,Central Midfield,20,1,France,Ligue 2,AC Le Havre,France,Ligue 1,Stade Reims,?
Amir Richardson,Central Midfield,20,1,France,Ligue 1,Stade Reims,France,Ligue 2,AC Le Havre,loan transfer
Jacopo Da Riva,Central Midfield,21,1,Italy,Serie A,Atalanta BC,Italy,Serie B,Como 1907,loan transfer
Dzenan Pejcinovic,Centre-Forward,17,-,Germany,U19-BL S/SW,FC Augsburg U19,Germany,Bundesliga,VfL Wolfsburg,1
Rildo,Attacking Midfield,22,0.45,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Portugal,Liga Portugal,CD Santa Clara,1
Craig Goodwin,Left Winger,30,1,Saudi Arabia,Professional League,Abha Club,Australia,A-League Men,Adelaide United,?
Nuno Da Costa,Centre-Forward,31,1,England,Premier League,Nottingham Forest,France,Ligue 1,AJ Auxerre,2
Kings Kangwa,Central Midfield,23,1,Russia,1.Division,Arsenal Tula,Serbia,Super liga Srbije,Red Star Belgrade,1
Jonathan Asp,Central Midfield,16,-,Denmark,Without League,FC Midtjylland Youth,Germany,U17-Bundesliga Süd/Südwest,FC Bayern Munich U17 ,1
Krystof Danek,Attacking Midfield,19,0.9,Czech Republic,Fortuna Liga,SK Sigma Olomouc,Czech Republic,Fortuna Liga,AC Sparta Prague,1
Eduardo Santos,Centre-Back,24,0.8,Czech Republic,FNL,MFK Karvina,Czech Republic,Fortuna Liga,SK Slavia Prague,1
Olakunle Olusegun,Left Winger,20,0.7,Bulgaria,efbet Liga,Botev Plovdiv,Russia,Premier Liga,FK Krasnodar,1
Martin Ádám,Centre-Forward,27,0.9,Hungary,NB I.,Paksi FC,"Korea, South",K League 1,Ulsan Hyundai,1
Sebastian Sebulonsen,Right-Back,22,0.9,Norway,Eliteserien,Viking Stavanger,Denmark,Superligaen,Bröndby IF,1
Andrija Novakovich,Centre-Forward,25,1,Italy,Serie B,Frosinone Calcio,Italy,Serie B,Venezia FC,1
Hugo Moura,Defensive Midfield,24,1,Brazil,Série A,Clube de Regatas do Flamengo,Brazil,Série A,Club Athletico Paranaense,1
Leif Davis,Left-Back,22,0.8,England,Premier League,Leeds United,England,League One,Ipswich Town,1
Isak Dybvik Määttä,Left-Back,20,0.5,Norway,Eliteserien,Aalesunds FK,Netherlands,Eredivisie,FC Groningen,1
Philippe Keny,Centre-Forward,23,1,Turkey,1.Lig,Bandirmaspor,Turkey,Süper Lig,Istanbul Basaksehir FK,1
Will Lankshear,attack,17,-,England,Without League,Sheffield United U18,England,U18 Premier League,Tottenham Hotspur U18,1
Emmanuel Martínez,Left Winger,28,1,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Brazil,Série A,América Futebol Clube (MG),1
Giuseppe Caso,Left Winger,23,1,Italy,Serie B,Genoa CFC,Italy,Serie B,Frosinone Calcio,1
Corentin Jean,Centre-Forward,26,1,France,Ligue 1,RC Lens,United States,MLS,Inter Miami CF,1
Pierre-Yves Hamel,Centre-Forward,28,1,France,Ligue 1,FC Lorient,France,Ligue 2,Paris FC,1
Christoph Daferner,Centre-Forward,24,1,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,1.FC Nuremberg,1
Efthymios Koulouris,Centre-Forward,26,1,Greece,Super League 1,Atromitos Athen,Austria,Bundesliga,LASK,1
André Silva,Centre-Forward,25,1,Portugal,Liga Portugal,FC Arouca,Portugal,Liga Portugal,Vitória Guimarães SC,1
Asger Sörensen,Centre-Back,26,1,Germany,2. Bundesliga,1.FC Nuremberg,Czech Republic,Fortuna Liga,AC Sparta Prague,1
Astrit Selmani,Centre-Forward,25,1,Sweden,Allsvenskan,Hammarby IF,Israel,Ligat ha'Al,Hapoel Beer Sheva,1
Jordy de Wijs,Centre-Back,27,1,England,Championship,Queens Park Rangers,Germany,2. Bundesliga,Fortuna Düsseldorf,0.9
Ewoud Pletinckx,Centre-Back,21,1,Belgium,Jupiler Pro League,SV Zulte Waregem,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0.75
Alasana Manneh,Central Midfield,24,1,Poland,Ekstraklasa,Górnik Zabrze,Denmark,Superligaen,Odense Boldklub,0.6
Lazar Tufegdzic,Attacking Midfield,25,1,Serbia,Super liga Srbije,FK Spartak Subotica,Bulgaria,efbet Liga,CSKA-Sofia,0.5
Shion Homma,Left Midfield,21,1,Japan,J2 League,Albirex Niigata,Belgium,Challenger Pro League,Club NXT,0.5
Jhonatan Candia,Centre-Forward,27,1,Argentina,Liga Profesional,CA Huracán,Argentina,Liga Profesional,CA Rosario Central,0.48
Ismael Tajouri-Shradi,Right Winger,28,1,United States,MLS,Los Angeles FC,United States,MLS,New England Revolution,0.364
Jan-Niklas Beste,Left-Back,23,1,Germany,Bundesliga,SV Werder Bremen,Germany,2. Bundesliga,1.FC Heidenheim 1846,0.35
Jhon Vásquez,Right Winger,27,1,Colombia,Liga DIMAYOR II,Deportivo Cali,Brazil,Série A,Ceará Sporting Club,0.3
Irakli Azarovi,Left-Back,20,1,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,Serbia,Super liga Srbije,Red Star Belgrade,0.3
Vadim Rata,Central Midfield,29,1,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,FCSB,0.3
Mehdi Ghayedi,Left Winger,23,1,United Arab Emirates,UAE Pro League,FC Shabab Al-Ahli Dubai,Iran,Persian Gulf Pro League,Esteghlal FC,0.3
Moussa Sissako,Centre-Back,21,1,Belgium,Jupiler Pro League,Standard Liège,Russia,Premier Liga,FC Sochi,0.3
Adrian Gryszkiewicz,Centre-Back,22,1,Poland,Ekstraklasa,Górnik Zabrze,Germany,2. Bundesliga,SC Paderborn 07,0.2
Igor Konovalov,Central Midfield,25,1,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Ural Yekaterinburg,0.12
Théo Sainte-Luce,Left-Back,23,1,France,Ligue 2,Nîmes Olympique,France,Ligue 1,Montpellier HSC,free transfer
Ion Gheorghe,Attacking Midfield,22,1,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,Sepsi OSK Sf. Gheorghe,free transfer
Ousmane Doumbia,Defensive Midfield,30,1,Switzerland,Super League,FC Zürich,Switzerland,Super League,FC Lugano,free transfer
Mame Diouf,Centre-Forward,34,1,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Konyaspor,free transfer
Romaine Sawyers,Attacking Midfield,30,1,England,Championship,West Bromwich Albion,Wales,Championship,Cardiff City,free transfer
Abraham Marcus,Left Winger,22,1,Nigeria,Without League,Remo Stars FC,Portugal,Liga Sabseg,FC Porto B,loan transfer
Luca Sangalli,Central Midfield,27,1,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga2,FC Cartagena,free transfer
Maciej Rybus,Left-Back,32,1,Russia,Premier Liga,Lokomotiv Moscow,Russia,Premier Liga,Spartak Moscow,free transfer
Fernando Navarro,Central Midfield,33,1,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Deportivo Toluca,free transfer
Joel Fameyeh,Centre-Forward,25,1,Russia,Premier Liga,FK Orenburg,Russia,1.Division,Rubin Kazan,free transfer
Jaroslav Zeleny,Left-Back,29,1,Czech Republic,Fortuna Liga,FK Jablonec,Czech Republic,Fortuna Liga,AC Sparta Prague,?
Moussa Doumbia,Left Winger,27,1,France,Ligue 1,Stade Reims,France,Ligue 2,FC Sochaux-Montbéliard,free transfer
Edgar Méndez,Right Winger,32,1,Spain,LaLiga2,Deportivo Alavés,Mexico,Liga MX Apertura,Club Necaxa,free transfer
Ben Woodburn,Attacking Midfield,22,1,England,Premier League,Liverpool FC,England,Championship,Preston North End,free transfer
Adrián Aldrete,Left-Back,34,1,Mexico,Liga MX Apertura,CD Cruz Azul,Mexico,Liga MX Apertura,UNAM Pumas,free transfer
Dylan Chambost,Attacking Midfield,24,1,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,free transfer
Josh Vela,Central Midfield,28,1,England,League One,Shrewsbury Town,England,League One,Fleetwood Town,free transfer
Stratos Svarnas,Centre-Back,24,1,Greece,Super League 1,AEK Athens,Poland,Ekstraklasa,Rakow Czestochowa,loan transfer
Haris Vuckic,Centre-Forward,29,1,Spain,LaLiga2,Real Zaragoza,Croatia,SuperSport HNL,HNK Rijeka,free transfer
Nemanja Nikolic,Centre-Forward,29,1,Serbia,Super liga Srbije,FK Spartak Subotica,Serbia,Super liga Srbije,FK Vojvodina Novi Sad,free transfer
Yann Bodiger,Central Midfield,27,1,Spain,LaLiga2,FC Cartagena,Spain,LaLiga2,Granada CF,free transfer
Mehdi Chahiri,Left Winger,25,1,France,Ligue 1,RC Strasbourg Alsace,France,Ligue 2,Paris FC,loan transfer
Erik Durm,Right-Back,30,1,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,1.FC Kaiserslautern,?
Kevin Castañeda,Attacking Midfield,22,1,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,Club Tijuana,free transfer
Anthony Briançon,Centre-Back,27,1,France,Ligue 2,Nîmes Olympique,France,Ligue 2,AS Saint-Étienne,free transfer
Heinz Lindner,Goalkeeper,31,1,Switzerland,Super League,FC Basel 1893,Switzerland,Super League,FC Sion,?
Filip Kiss,Defensive Midfield,31,1,Saudi Arabia,Professional League,Ettifaq FC,United Arab Emirates,UAE Pro League,Al-Ittihad Kalba SC,free transfer
Christian Dalle Mura,Centre-Back,20,1,Italy,Serie A,ACF Fiorentina,Italy,Serie B,SPAL,loan transfer
Sergiy Bolbat,Right-Back,29,1,Ukraine,Premier Liga,Shakhtar Donetsk,Ukraine,Premier Liga,Kolos Kovalivka,free transfer
Arthur Desmas,Goalkeeper,28,1,France,Ligue 1,Clermont Foot 63,France,Ligue 2,AC Le Havre,?
Svetozar Markovic,Centre-Back,22,1,Greece,Super League 1,Olympiacos Piraeus,Serbia,Super liga Srbije,FK Partizan Belgrade,?
Younes Namli,Attacking Midfield,28,1,Russia,Premier Liga,FK Krasnodar,Netherlands,Eredivisie,Sparta Rotterdam,free transfer
Daan Heymans,Attacking Midfield,23,1,Italy,Serie B,Venezia FC,Belgium,Jupiler Pro League,RSC Charleroi,?
Luca Valzania,Central Midfield,26,1,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,?
Dan N'Lundulu,Centre-Forward,23,1,England,Premier League,Southampton FC,England,League One,Cheltenham Town,loan transfer
Levent Mercan,Attacking Midfield,21,1,Germany,Bundesliga,FC Schalke 04,Turkey,Süper Lig,Fatih Karagümrük,?
Clinton N'Jie,Right Winger,28,1,Russia,Premier Liga,Dynamo Moscow,Turkey,Süper Lig,Sivasspor,free transfer
Higor Meritão,Defensive Midfield,28,1,Brazil,Paulistão A1 - Primeira fase,Associação Ferroviária de Esportes (SP),Mexico,Liga MX Apertura,UNAM Pumas,?
Favio Álvarez,Attacking Midfield,29,1,Mexico,Liga MX Apertura,UNAM Pumas,Argentina,Liga Profesional,Club Atlético Talleres,loan transfer
César Haydar,Centre-Back,21,1,Brazil,Série A,Red Bull Bragantino,Colombia,Liga DIMAYOR II,Junior FC,loan transfer
